nodo_id_viejo,location_id,nodo_id_nuevo
1270,1486026,354
1271,1486027,306
1272,1486027,306
1273,1486028,260
1274,1486028,260
1275,1486029,210
1276,1486029,210
1277,1486030,165
1278,1486030,165
1279,1486031,125
1280,1486031,125
1281,1486032,89
1282,1486032,89
1283,1486033,55
1284,1486019,701
1285,1486020,654
1286,1486020,654
1287,1486021,604
1288,1486021,604
1289,1486022,547
1290,1486022,547
1291,1486023,493
1292,1486023,493
1293,1486024,439
1294,1486024,439
1295,1486025,396
1296,1486025,396
1297,1486026,354
1298,1486026,354
1299,1486027,306
1300,1486027,306
1301,1486028,260
1302,1486028,260
1303,1486029,210
1304,1486029,210
1305,1486030,165
1306,1486030,165
1307,1486031,125
1308,1486031,125
1309,1486032,89
1310,1486032,89
1311,1486033,55
1312,1487220,702
1313,1487221,655
1314,1487221,655
1315,1487222,605
1316,1487222,605
1317,1487223,548
1318,1487223,548
1319,1487224,494
1320,1487224,494
1321,1487225,440
1322,1487225,440
1323,1487226,397
1324,1487226,397
1325,1487227,355
1326,1487227,355
1327,1487228,307
1328,1487228,307
1329,1487229,261
1330,1487229,261
1331,1487230,211
1332,1487230,211
1333,1487231,166
1334,1487231,166
1335,1487232,126
1336,1487232,126
1337,1487233,90
1338,1487233,90
1339,1487234,56
1340,1487220,702
1341,1487221,655
1342,1487221,655
1343,1487222,605
1344,1487222,605
1345,1487223,548
1346,1487223,548
1347,1487224,494
1348,1487224,494
1349,1487225,440
1350,1487225,440
1351,1487226,397
1352,1487226,397
1353,1487227,355
1354,1487227,355
1355,1487228,307
1356,1487228,307
1357,1487229,261
1358,1487229,261
1359,1487230,211
1360,1487230,211
1361,1487231,166
1362,1487231,166
1363,1487232,126
1364,1487232,126
1365,1487233,90
1366,1487233,90
1367,1487234,56
1368,1488423,703
1369,1488424,656
1370,1488424,656
1371,1488425,606
1372,1488425,606
1373,1488426,549
1374,1488426,549
1375,1488427,495
1376,1488427,495
1377,1488428,441
1378,1488428,441
1379,1488429,398
1380,1488429,398
1381,1488430,356
1382,1488430,356
1383,1488431,308
1384,1488431,308
1385,1488432,262
1386,1488432,262
1387,1488433,212
1388,1488433,212
1389,1488434,167
1390,1488434,167
1391,1488435,127
1392,1488435,127
1393,1488436,91
1394,1488436,91
1395,1488437,57
1396,1488423,703
1397,1488424,656
1398,1488424,656
1399,1488425,606
1400,1488425,606
1401,1488426,549
1402,1488426,549
1403,1488427,495
1404,1488427,495
1405,1488428,441
1406,1488428,441
1407,1488429,398
1408,1488429,398
1409,1488430,356
1410,1488430,356
1411,1488431,308
1412,1488431,308
1413,1488432,262
1414,1488432,262
1415,1488433,212
1416,1488433,212
1417,1488434,167
1418,1488434,167
1419,1488435,127
1420,1488435,127
1421,1488436,91
1422,1488436,91
1423,1488437,57
1424,1489626,704
1425,1489627,657
1426,1489627,657
1427,1489628,607
1428,1489628,607
1429,1489629,550
1430,1489629,550
1431,1489630,496
1432,1489630,496
1433,1489631,442
1434,1489631,442
1435,1489632,399
1436,1489632,399
1437,1489633,357
1438,1489633,357
1439,1489634,309
1440,1489634,309
1441,1489635,263
1442,1489635,263
1443,1489636,213
1444,1489636,213
1445,1489637,168
1446,1489637,168
1447,1489638,128
1448,1489638,128
1449,1489639,92
1450,1489639,92
1451,1489640,58
1452,1489626,704
1453,1489627,657
1454,1489627,657
1455,1489628,607
1456,1489628,607
1457,1489629,550
1458,1489629,550
1459,1489630,496
1460,1489630,496
1461,1489631,442
1462,1489631,442
1463,1489632,399
1464,1489632,399
1465,1489633,357
1466,1489633,357
1467,1489634,309
1468,1489634,309
1469,1489635,263
1470,1489635,263
1471,1489636,213
1472,1489636,213
1473,1489637,168
1474,1489637,168
1475,1489638,128
1476,1489638,128
1477,1489639,92
1478,1489639,92
1479,1489640,58
1480,1489640,58
1481,1489641,33
1482,1490829,705
1483,1490830,658
1484,1490830,658
1485,1490831,608
1486,1490831,608
1487,1490832,551
1488,1490832,551
1489,1490833,497
1490,1490833,497
1491,1490834,443
1492,1490834,443
1493,1490835,400
1494,1490835,400
1495,1490836,358
1496,1490836,358
1497,1490837,310
1498,1490837,310
1499,1490838,264
1500,1490838,264
1501,1490839,214
1502,1490839,214
1503,1490840,169
1504,1490840,169
1505,1490841,129
1506,1490841,129
1507,1490842,93
1508,1490842,93
1509,1490843,59
1510,1490843,59
1511,1490844,34
1512,1490829,705
1513,1490830,658
1514,1490830,658
1515,1490831,608
1516,1490831,608
1517,1490832,551
1518,1490832,551
1519,1490833,497
1520,1490833,497
1521,1490834,443
1522,1490834,443
1523,1490835,400
1524,1490835,400
1525,1490836,358
1526,1490836,358
1527,1490837,310
1528,1490837,310
1529,1490838,264
1530,1490838,264
1531,1490839,214
1532,1490839,214
1533,1490840,169
1534,1490840,169
1535,1490841,129
1536,1490841,129
1537,1490842,93
1538,1490842,93
1539,1490843,59
1540,1490843,59
1541,1490844,34
1542,1492032,706
1543,1492033,659
1544,1492033,659
1545,1492034,609
1546,1492034,609
1547,1492035,552
1548,1492035,552
1549,1492036,498
1550,1492036,498
1551,1492037,444
1552,1492037,444
1553,1492038,401
1554,1492038,401
1555,1492039,359
1556,1492039,359
1557,1492040,311
1558,1492040,311
1559,1492041,265
1560,1492041,265
1561,1492042,215
1562,1492042,215
1563,1492043,170
1564,1492043,170
1565,1492044,130
1566,1492044,130
1567,1492045,94
1568,1492045,94
1569,1492046,60
1570,1492046,60
1571,1492047,35
1572,1492032,706
1573,1492033,659
1574,1492033,659
1575,1492034,609
1576,1492034,609
1577,1492035,552
1578,1492035,552
1579,1492036,498
1580,1492036,498
1581,1492037,444
1582,1492037,444
1583,1492038,401
1584,1492038,401
1585,1492039,359
1586,1492039,359
1587,1492040,311
1588,1492040,311
1589,1492041,265
1590,1492041,265
1591,1492042,215
1592,1492042,215
1593,1492043,170
1594,1492043,170
1595,1492044,130
1596,1492044,130
1597,1492045,94
1598,1492045,94
1599,1492046,60
1600,1493237,707
1601,1493238,660
1602,1493238,660
1603,1493239,610
1604,1493239,610
1605,1493240,553
1606,1493240,553
1607,1493241,499
1608,1493241,499
1609,1493242,445
1610,1493242,445
1611,1493243,402
1612,1493243,402
1613,1493244,360
1614,1493244,360
1615,1493245,312
1616,1493245,312
1617,1493246,266
1618,1493246,266
1619,1493247,216
1620,1493247,216
1621,1493248,171
1622,1493248,171
1623,1493249,131
1624,1493249,131
1625,1493250,95
1626,1493250,95
1627,1493251,61
1628,1493237,707
1629,1493238,660
1630,1493238,660
1631,1493239,610
1632,1493239,610
1633,1493240,553
1634,1493240,553
1635,1493241,499
1636,1493241,499
1637,1493242,445
1638,1493242,445
1639,1493243,402
1640,1493243,402
1641,1493244,360
1642,1493244,360
1643,1493245,312
1644,1493245,312
1645,1493246,266
1646,1493246,266
1647,1493247,216
1648,1493247,216
1649,1493248,171
1650,1493248,171
1651,1493249,131
1652,1493249,131
1653,1493250,95
1654,1493250,95
1655,1493251,61
1656,1494443,708
1657,1494444,661
1658,1494444,661
1659,1494445,611
1660,1494445,611
1661,1494446,554
1662,1494446,554
1663,1494447,500
1664,1494447,500
1665,1494448,446
1666,1494448,446
1667,1494449,403
1668,1494449,403
1669,1494450,361
1670,1494450,361
1671,1494451,313
1672,1494451,313
1673,1494452,267
1674,1494452,267
1675,1494453,217
1676,1494453,217
1677,1494454,172
1678,1494454,172
1679,1494455,132
1680,1494455,132
1681,1494456,96
1682,1494456,96
1683,1494457,62
1684,1494443,708
1685,1494444,661
1686,1494444,661
1687,1494445,611
1688,1494445,611
1689,1494446,554
1690,1494446,554
1691,1494447,500
1692,1494447,500
1693,1494448,446
1694,1494448,446
1695,1494449,403
1696,1494449,403
1697,1494450,361
1698,1494450,361
1699,1494451,313
1700,1494451,313
1701,1494452,267
1702,1494452,267
1703,1494453,217
1704,1494453,217
1705,1494454,172
1706,1494454,172
1707,1494455,132
1708,1494455,132
1709,1494456,96
1710,1494456,96
1711,1494457,62
1712,1495651,709
1713,1495652,662
1714,1495652,662
1715,1495653,612
1716,1495653,612
1717,1495654,555
1718,1495654,555
1719,1495655,501
1720,1495655,501
1721,1495656,447
1722,1495656,447
1723,1495657,404
1724,1495657,404
1725,1495658,362
1726,1495658,362
1727,1495659,314
1728,1495659,314
1729,1495660,268
1730,1495660,268
1731,1495661,218
1732,1495661,218
1733,1495662,173
1734,1495662,173
1735,1495663,133
1736,1495663,133
1737,1495664,97
1738,1495664,97
1739,1495665,63
1740,1495651,709
1741,1495652,662
1742,1495652,662
1743,1495653,612
1744,1495653,612
1745,1495654,555
1746,1495654,555
1747,1495655,501
1748,1495655,501
1749,1495656,447
1750,1495656,447
1751,1495657,404
1752,1495657,404
1753,1495658,362
1754,1495658,362
1755,1495659,314
1756,1495659,314
1757,1495660,268
1758,1495660,268
1759,1495661,218
1760,1495661,218
1761,1495662,173
1762,1495662,173
1763,1495663,133
1764,1495663,133
1765,1495664,97
1766,1495664,97
1767,1495665,63
1768,1496862,710
1769,1496863,663
1770,1496863,663
1771,1496864,613
1772,1496864,613
1773,1496865,556
1774,1496865,556
1775,1496866,502
1776,1496866,502
1777,1496867,448
1778,1496867,448
1779,1496868,405
1780,1496868,405
1781,1496869,363
1782,1496869,363
1783,1496870,315
1784,1496870,315
1785,1496871,269
1786,1496871,269
1787,1496872,219
1788,1496872,219
1789,1496873,174
1790,1496873,174
1791,1496874,134
1792,1496874,134
1793,1496875,98
1794,1496875,98
1795,1496876,64
1796,1496862,710
1797,1496863,663
1798,1496863,663
1799,1496864,613
1800,1496864,613
1801,1496865,556
1802,1496865,556
1803,1496866,502
1804,1496866,502
1805,1496867,448
1806,1496867,448
1807,1496868,405
1808,1496868,405
1809,1496869,363
1810,1496869,363
1811,1496870,315
1812,1496870,315
1813,1496871,269
1814,1496871,269
1815,1496872,219
1816,1496872,219
1817,1496873,174
1818,1496873,174
1819,1496874,134
1820,1496874,134
1821,1496875,98
1822,1496875,98
1823,1496876,64
1824,1498077,711
1825,1498078,664
1826,1498078,664
1827,1498079,614
1828,1498079,614
1829,1498080,557
1830,1498080,557
1831,1498081,503
1832,1498081,503
1833,1498082,449
1834,1498082,449
1835,1498083,406
1836,1498083,406
1837,1498084,364
1838,1498084,364
1839,1498085,316
1840,1498085,316
1841,1498086,270
1842,1498086,270
1843,1498087,220
1844,1498087,220
1845,1498088,175
1846,1498088,175
1847,1498089,135
1848,1498089,135
1849,1498090,99
1850,1498090,99
1851,1498091,65
1852,1498077,711
1853,1498078,664
1854,1498078,664
1855,1498079,614
1856,1498079,614
1857,1498080,557
1858,1498080,557
1859,1498081,503
1860,1498081,503
1861,1498082,449
1862,1498082,449
1863,1498083,406
1864,1498083,406
1865,1498084,364
1866,1498084,364
1867,1498085,316
1868,1498085,316
1869,1498086,270
1870,1498086,270
1871,1498087,220
1872,1498087,220
1873,1498088,175
1874,1498088,175
1875,1498089,135
1876,1498089,135
1877,1498090,99
1878,1498090,99
1879,1498091,65
1880,1499295,712
1881,1499296,665
1882,1499296,665
1883,1499297,615
1884,1499297,615
1885,1499298,558
1886,1499298,558
1887,1499299,504
1888,1499299,504
1889,1499300,450
1890,1499300,450
1891,1499301,407
1892,1499301,407
1893,1499302,365
1894,1499302,365
1895,1499303,317
1896,1499303,317
1897,1499304,271
1898,1499304,271
1899,1499305,221
1900,1499305,221
1901,1499306,176
1902,1499306,176
1903,1499307,136
1904,1499307,136
1905,1499308,100
1906,1499308,100
1907,1499309,66
1908,1499295,712
1909,1499296,665
1910,1499296,665
1911,1499297,615
1912,1499297,615
1913,1499298,558
1914,1499298,558
1915,1499299,504
1916,1499299,504
1917,1499300,450
1918,1499300,450
1919,1499301,407
1920,1499301,407
1921,1499302,365
1922,1499302,365
1923,1499303,317
1924,1499303,317
1925,1499304,271
1926,1499304,271
1927,1499305,221
1928,1499305,221
1929,1499306,176
1930,1499306,176
1931,1499307,136
1932,1499307,136
1933,1499308,100
1934,1500507,713
1935,1500508,666
1936,1500508,666
1937,1500509,616
1938,1500509,616
1939,1500510,559
1940,1500510,559
1941,1500511,505
1942,1500511,505
1943,1500512,451
1944,1500512,451
1945,1500513,408
1946,1500513,408
1947,1500514,366
1948,1500514,366
1949,1500515,318
1950,1500515,318
1951,1500516,272
1952,1500516,272
1953,1500517,222
1954,1500517,222
1955,1500518,177
1956,1500518,177
1957,1500519,137
1958,1500519,137
1959,1500520,101
1960,1500508,666
1961,1500509,616
1962,1500509,616
1963,1500510,559
1964,1500510,559
1965,1500511,505
1966,1500511,505
1967,1500512,451
1968,1500512,451
1969,1500513,408
1970,1500513,408
1971,1500514,366
1972,1500514,366
1973,1500515,318
1974,1500515,318
1975,1500516,272
1976,1500516,272
1977,1500517,222
1978,1500517,222
1979,1500518,177
1980,1500518,177
1981,1500519,137
1982,1500519,137
1983,1500520,101
1984,1501718,667
1985,1501719,617
1986,1501719,617
1987,1501720,560
1988,1501720,560
1989,1501721,506
1990,1501721,506
1991,1501722,452
1992,1501722,452
1993,1501723,409
1994,1501723,409
1995,1501724,367
1996,1501724,367
1997,1501725,319
1998,1501725,319
1999,1501726,273
2000,1501726,273
2001,1501727,223
2002,1501727,223
2003,1501728,178
2004,1501728,178
2005,1501729,138
2006,1501729,138
2007,1501730,102
2008,1501718,667
2009,1501719,617
2010,1501719,617
2011,1501720,560
2012,1501720,560
2013,1501721,506
2014,1501721,506
2015,1501722,452
2016,1501722,452
2017,1501723,409
2018,1501723,409
2019,1501724,367
2020,1501724,367
2021,1501725,319
2022,1501725,319
2023,1501726,273
2024,1501726,273
2025,1501727,223
2026,1501727,223
2027,1501728,178
2028,1502923,668
2029,1502924,618
2030,1502924,618
2031,1502925,561
2032,1502925,561
2033,1502926,507
2034,1502926,507
2035,1502927,453
2036,1502927,453
2037,1502928,410
2038,1502928,410
2039,1502929,368
2040,1502929,368
2041,1502930,320
2042,1502930,320
2043,1502931,274
2044,1502931,274
2045,1502932,224
2046,1502932,224
2047,1502933,179
2048,1502924,618
2049,1502925,561
2050,1502925,561
2051,1502926,507
2052,1502926,507
2053,1502927,453
2054,1502927,453
2055,1502928,410
2056,1502928,410
2057,1502929,368
2058,1502929,368
2059,1502930,320
2060,1502930,320
2061,1502931,274
2062,1502931,274
2063,1502932,224
2064,1504136,619
2065,1504137,562
2066,1504137,562
2067,1504138,508
2068,1504138,508
2069,1504139,454
2070,1504139,454
2071,1504140,411
2072,1504140,411
2073,1504141,369
2074,1504141,369
2075,1504142,321
2076,1504142,321
2077,1504143,275
2078,1504143,275
2079,1504144,225
2080,1504136,619
2081,1504137,562
2082,1504137,562
2083,1504138,508
2084,1504138,508
2085,1504139,454
2086,1504139,454
2087,1504140,411
2088,1504140,411
2089,1504141,369
2090,1504141,369
2091,1504142,321
2092,1505349,620
2093,1505350,563
2094,1505350,563
2095,1505351,509
2096,1505351,509
2097,1505352,455
2098,1505352,455
2099,1505353,412
2100,1505353,412
2101,1505354,370
2102,1505354,370
2103,1505355,322
2104,1505350,563
2105,1505351,509
2106,1505351,509
2107,1505352,455
2108,1505352,455
2109,1505353,412
2110,1505353,412
2111,1505354,370
2112,1505354,370
2113,1505355,322
2114,1506563,564
2115,1506564,510
2116,1506564,510
2117,1506565,456
2118,1506565,456
2119,1506566,413
2120,1506566,413
2121,1506567,371
2122,1506567,371
2123,1506568,323
2124,1506563,564
2125,1506564,510
2126,1506564,510
2127,1506565,456
2128,1506565,456
2129,1506566,413
2130,1506566,413
2131,1506567,371
2132,1506567,371
2133,1506568,323
2134,1507775,565
2135,1507776,511
2136,1507776,511
2137,1507777,457
2138,1507777,457
2139,1507778,414
2140,1507778,414
2141,1507779,372
2142,1507779,372
2143,1507780,324
2144,1507777,457
2145,1507778,414
2146,1507778,414
2147,1507779,372
2148,1508987,458
2149,1508988,415
2150,1508988,415
2151,1508989,373
2152,1508991,276
2153,1508992,226
2154,1508992,226
2155,1508993,180
2156,1510211,277
2157,1510212,227
2158,1510212,227
2159,1510213,181
2160,1510210,325
2161,1510211,277
2162,1510211,277
2163,1510212,227
2164,1510212,227
2165,1510213,181
2166,1511431,326
2167,1511432,278
2168,1511432,278
2169,1511433,228
2170,1511433,228
2171,1511434,182
2172,1511431,326
2173,1511432,278
2174,1511432,278
2175,1511433,228
2176,1511433,228
2177,1511434,182
2178,1512651,327
2179,1512652,279
2180,1512652,279
2181,1512653,229
2182,1512653,229
2183,1512654,183
2184,1512651,327
2185,1512652,279
2186,1512652,279
2187,1512653,229
2188,1513870,328
2189,1513871,280
2190,1513871,280
2191,1513872,230
2192,1513870,328
2193,1513871,280
2194,1513871,280
2195,1513872,230
2196,1515088,329
2197,1515089,281
2198,1515089,281
2199,1515090,231
2200,1515088,329
2201,1515089,281
2202,1515089,281
2203,1515090,231
2204,1516306,330
2205,1516307,282
2206,1516307,282
2207,1516308,232
2208,1516301,566
2209,1516302,512
2210,1516302,512
2211,1516303,459
2212,1516306,330
2213,1516307,282
2214,1516307,282
2215,1516308,232
2216,1517518,567
2217,1517519,513
2218,1517519,513
2219,1517520,460
2220,1517523,331
2221,1517524,283
2222,1517524,283
2223,1517525,233
2224,1517518,567
2225,1517519,513
2226,1517519,513
2227,1517520,460
2228,1518734,568
2229,1518735,514
2230,1518735,514
2231,1518736,461
2232,1526020,621
2233,1526021,569
2234,1526021,569
2235,1526022,515
2236,1527247,622
2237,1527248,570
2238,1527248,570
2239,1527249,516
2240,1527247,622
2241,1527248,570
2242,1527248,570
2243,1527249,516
2244,1527249,516
2245,1527250,462
2246,1528464,623
2247,1528465,571
2248,1528465,571
2249,1528466,517
2250,1528466,517
2251,1528467,463
2252,1528465,571
2253,1528466,517
2254,1528466,517
2255,1528467,463
2256,1529682,572
2257,1529683,518
2258,1529683,518
2259,1529684,464
2260,1529682,572
2261,1529683,518
2262,1529683,518
2263,1529684,464
2264,1529694,19
2265,1529695,11
2266,1529695,11
2267,1529696,3
2268,1529696,3
2269,1529697,0
2270,1530903,573
2271,1530904,519
2272,1530904,519
2273,1530905,465
2274,1530915,20
2275,1530916,12
2276,1530916,12
2277,1530917,4
2278,1530917,4
2279,1530918,1
2280,1530903,573
2281,1530904,519
2282,1530904,519
2283,1530905,465
2284,1530915,20
2285,1530916,12
2286,1530916,12
2287,1530917,4
2288,1530917,4
2289,1530918,1
2290,1532125,574
2291,1532126,520
2292,1532126,520
2293,1532127,466
2294,1532137,21
2295,1532138,13
2296,1532138,13
2297,1532139,5
2298,1532139,5
2299,1532140,2
2300,1532125,574
2301,1532126,520
2302,1532126,520
2303,1532127,466
2304,1532136,27
2305,1532137,21
2306,1532137,21
2307,1532138,13
2308,1532138,13
2309,1532139,5
2310,1533357,575
2311,1533358,521
2312,1533358,521
2313,1533359,467
2314,1533368,28
2315,1533369,22
2316,1533369,22
2317,1533370,14
2318,1533370,14
2319,1533371,6
2320,1533354,714
2321,1533355,669
2322,1533355,669
2323,1533356,624
2324,1533357,575
2325,1533358,521
2326,1533358,521
2327,1533359,467
2328,1533368,28
2329,1533369,22
2330,1533369,22
2331,1533370,14
2332,1533370,14
2333,1533371,6
2334,1534586,715
2335,1534587,670
2336,1534587,670
2337,1534588,625
2338,1534589,576
2339,1534590,522
2340,1534590,522
2341,1534591,468
2342,1534600,29
2343,1534601,23
2344,1534601,23
2345,1534602,15
2346,1534602,15
2347,1534603,7
2348,1534586,715
2349,1534587,670
2350,1534587,670
2351,1534588,625
2352,1534589,576
2353,1534590,522
2354,1534590,522
2355,1534591,468
2356,1534601,23
2357,1534602,15
2358,1534602,15
2359,1534603,7
2360,1535828,716
2361,1535829,671
2362,1535829,671
2363,1535830,626
2364,1535831,577
2365,1535832,523
2366,1535832,523
2367,1535833,469
2368,1535843,24
2369,1535844,16
2370,1535844,16
2371,1535845,8
2372,1535829,671
2373,1535830,626
2374,1535830,626
2375,1535831,577
2376,1535843,24
2377,1535844,16
2378,1535844,16
2379,1535845,8
2380,1537069,672
2381,1537070,627
2382,1537070,627
2383,1537071,578
2384,1537083,25
2385,1537084,17
2386,1537084,17
2387,1537085,9
2388,1537069,672
2389,1537070,627
2390,1537070,627
2391,1537071,578
2392,1537083,25
2393,1537084,17
2394,1537084,17
2395,1537085,9
2396,1538310,673
2397,1538311,628
2398,1538311,628
2399,1538312,579
2400,1538324,26
2401,1538325,18
2402,1538325,18
2403,1538326,10
2404,1538310,673
2405,1538311,628
2406,1538311,628
2407,1538312,579
2408,1539543,674
2409,1539544,629
2410,1539544,629
2411,1539545,580
2412,1543269,717
2413,1543270,675
2414,1543270,675
2415,1543271,630
2416,1544505,718
2417,1544506,676
2418,1544506,676
2419,1544507,631
2420,1544498,749
2421,1544499,744
2422,1544499,744
2423,1544500,739
2424,1544504,735
2425,1544505,718
2426,1544505,718
2427,1544506,676
2428,1544506,676
2429,1544507,631
2430,1545733,750
2431,1545734,745
2432,1545734,745
2433,1545735,740
2434,1545739,736
2435,1545740,719
2436,1545740,719
2437,1545741,677
2438,1545741,677
2439,1545742,632
2440,1545733,750
2441,1545734,745
2442,1545734,745
2443,1545735,740
2444,1545739,736
2445,1545740,719
2446,1545740,719
2447,1545741,677
2448,1546966,751
2449,1546967,746
2450,1546967,746
2451,1546968,741
2452,1546972,737
2453,1546973,720
2454,1546973,720
2455,1546974,678
2456,1546966,751
2457,1546967,746
2458,1546967,746
2459,1546968,741
2460,1546972,737
2461,1546973,720
2462,1546973,720
2463,1546974,678
2464,1548174,752
2465,1548175,747
2466,1548175,747
2467,1548176,742
2468,1548180,738
2469,1548181,721
2470,1548181,721
2471,1548182,679
2472,1548174,752
2473,1548175,747
2474,1548175,747
2475,1548176,742
2476,1549368,753
2477,1549369,748
2478,1549369,748
2479,1549370,743
